Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR
Tim Birtsas,25,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,22.50,2,0,2,0,0,0,2.0,2,5,5,1,4,1,1,0,0,0,12,21,14.27,3.000,9.0,4.5,18.0,4.5,0.25,L,OAK,AL,2,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,,,,,,,,,,,,,,,,,,,,,,,69,OAK,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Bud Black,29,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,5,10,.333,3.20,56,4,26,0,0,9,121.0,100,49,43,14,43,5,68,7,2,2,503,133,4.39,1.182,7.4,1.0,3.2,5.1,1.58,L,KCR,AL,56,4,0,121.0,24,3,21,0,1,1.000,,,1.79,0.43,P,,,,,,,,,,,,,,,,,,,,,,,71,KCR,6,56,4,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0
Bert Blyleven,35,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,17,14,.548,4.01,36,36,0,16,3,0,271.2,262,134,121,50,58,4,215,10,0,4,1126,107,4.33,1.178,8.7,1.7,1.9,7.1,3.71,R,MIN,AL,36,36,16,271.2,46,15,31,0,0,1.000,,,1.52,1.28,P,,,,,,,,,,,,,,,,,,,,,,,73,MIN,17,36,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
Mike Boddicker,28,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,14,12,.538,4.70,33,33,0,7,0,0,218.1,214,125,114,30,74,4,175,11,0,7,934,88,4.12,1.319,8.8,1.2,3.1,7.2,2.36,R,BAL,AL,33,33,7,218.1,67,28,36,3,4,.955,,,2.64,1.94,P,,,,,,,,,,,,,,,,,,,,,,,77,BAL,7,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Rich Bordi,27,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,6,4,.600,4.46,52,1,22,0,0,3,107.0,105,56,53,13,41,5,83,4,0,1,464,93,4.06,1.364,8.8,1.1,3.4,7.0,2.02,R,BAL,AL,52,1,0,107.0,23,7,15,1,2,.957,,,1.85,0.42,P,,,,,,,,,,,,,,,,,,,,,,,86,BAL,7,52,1,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0
Chris Bosio,23,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,4,.000,7.01,10,4,3,0,0,0,34.2,41,27,27,9,13,0,29,0,1,2,154,63,5.60,1.558,10.6,2.3,3.4,7.5,2.23,R,MIL,AL,10,4,0,34.2,10,4,5,1,1,.900,,,2.34,0.90,P,,,,,,,,,,,,,,,,,,,,,,,87,MIL,1st,10,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Oil Can Boyd,26,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,16,10,.615,3.78,30,30,0,10,0,0,214.1,222,99,90,32,45,1,129,2,0,3,893,111,4.17,1.246,9.3,1.3,1.9,5.4,2.87,R,BOS,AL,30,30,10,214.1,53,24,27,2,4,.962,,,2.14,1.70,P,,,,,,,,,,,,,,,,,,,,,,,90,BOS,5,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Brown,21,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,0,1.000,3.60,1,1,0,0,0,0,5.0,6,2,2,0,0,0,4,0,0,0,19,128,1.17,1.200,10.8,0.0,0.0,7.2,,R,TEX,AL,1,1,0,5.0,1,0,1,0,0,1.000,,,1.80,1.00,P,,,,,,,,,,,,,,,,,,,,,,,105,TEX,1st,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brown,27,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,6,.400,5.79,21,12,2,0,0,0,73.0,91,49,47,14,36,1,41,1,1,4,334,73,5.66,1.740,11.2,1.7,4.4,5.1,1.14,R,TOT,AL,21,12,0,73.0,19,7,12,0,0,1.000,,,2.34,0.90,P,,,,,,,,,,,,,,,,,,,,,,,106,2TM,5,21,12,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brown,27,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,4,.500,5.34,15,10,2,0,0,0,57.1,72,35,34,10,25,1,32,1,0,3,260,79,5.28,1.692,11.3,1.6,3.9,5.0,1.28,R,TOT,AL,21,12,0,73.0,19,7,12,0,0,1.000,,,2.34,0.90,P,,,,,,,,,,,,,,,,,,,,,,,106,2TM,5,21,12,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brown,27,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,7.47,6,2,0,0,0,0,15.2,19,14,13,4,11,0,9,0,1,1,74,58,7.05,1.915,10.9,2.3,6.3,5.2,0.82,R,TOT,AL,21,12,0,73.0,19,7,12,0,0,1.000,,,2.34,0.90,P,,,,,,,,,,,,,,,,,,,,,,,106,2TM,5,21,12,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
T.R. Bryden,27,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,1,.667,6.55,16,0,7,0,0,0,34.1,38,25,25,4,21,0,25,2,0,2,159,63,4.84,1.718,10.0,1.0,5.5,6.6,1.19,R,CAL,AL,16,0,0,34.1,6,2,4,0,1,1.000,,,1.57,0.38,P,,,,,,,,,,,,,,,,,,,,,,,112,CAL,1st,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Burtt,28,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,31.50,3,0,1,0,0,0,2.0,7,7,7,1,3,1,1,0,0,0,16,16,12.77,5.000,31.5,4.5,13.5,4.5,0.33,R,MIN,AL,3,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,,,,,,,,,,,,,,,,,,,,,,,119,MIN,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
John Butcher,29,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,8,.111,6.56,29,18,5,2,1,0,120.2,168,93,88,17,37,1,45,4,0,6,554,65,4.88,1.699,12.5,1.3,2.8,3.4,1.22,R,TOT,AL,29,18,2,120.2,27,9,15,3,2,.889,,,1.79,0.83,P,,,,,,,,,,,,,,,,,,,,,,,121,2TM,7,29,18,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
John Butcher,29,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,3,.000,6.30,16,10,1,1,0,0,70.0,82,50,49,11,24,1,29,1,0,4,308,68,5.06,1.514,10.5,1.4,3.1,3.7,1.21,R,TOT,AL,29,18,2,120.2,27,9,15,3,2,.889,,,1.79,0.83,P,,,,,,,,,,,,,,,,,,,,,,,121,2TM,7,29,18,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
John Butcher,29,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,5,.167,6.93,13,8,4,1,1,0,50.2,86,43,39,6,13,0,16,3,0,2,246,60,4.63,1.954,15.3,1.1,2.3,2.8,1.23,R,TOT,AL,29,18,2,120.2,27,9,15,3,2,.889,,,1.79,0.83,P,,,,,,,,,,,,,,,,,,,,,,,121,2TM,7,29,18,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
Ernie Camacho,31,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,4,.333,4.08,51,0,37,0,0,20,57.1,60,26,26,1,31,6,36,2,1,3,267,102,3.47,1.587,9.4,0.2,4.9,5.7,1.16,R,CLE,AL,51,0,0,57.1,17,5,11,1,0,.941,,,2.51,0.31,P,,,,,,,,,,,,,,,,,,,,,,,127,CLE,6,51,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0
John Candelaria,32,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,10,2,.833,2.55,16,16,0,1,1,0,91.2,68,30,26,4,26,2,81,3,1,2,365,161,2.52,1.025,6.7,0.4,2.6,8.0,3.12,L,CAL,AL,16,16,1,91.2,13,3,10,0,0,1.000,,,1.28,0.81,P,,,,,,,,,,,,,,,,,,,,,,,130,CAL,12,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
Tom Candiotti,28,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,16,12,.571,3.57,36,34,1,17,3,0,252.1,234,112,100,18,106,0,167,8,4,12,1078,116,3.73,1.347,8.3,0.6,3.8,6.0,1.58,R,CLE,AL,36,34,17,252.1,71,27,41,3,7,.958,,,2.43,1.89,P,,,,,,,,,,,,,,,,,,,,,,,131,CLE,3,36,34,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
Steve Carlton,41,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,3,.571,3.69,10,10,0,0,0,0,63.1,58,30,26,6,25,0,40,0,1,2,259,118,3.92,1.311,8.2,0.9,3.6,5.7,1.60,L,TOT,ZZ,32,32,0,176.1,27,4,23,0,2,1.000,,,1.38,0.84,P,,,,,,,,,,,,,,,,,,,,,,,134,3TM,22,32,32,22,32,32,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Cary,26,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,.333,3.41,22,0,6,0,0,0,31.2,33,18,12,3,15,4,21,0,1,1,140,123,4.10,1.516,9.4,0.9,4.3,6.0,1.40,L,DET,AL,22,0,0,31.2,5,4,1,0,0,1.000,,,1.42,0.23,P,,,,,,,,,,,,,,,,,,,,,,,138,DET,2,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
Bill Caudill,29,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,4,.333,6.19,40,0,20,0,0,2,36.1,36,25,25,6,17,1,32,2,1,0,163,69,4.73,1.459,8.9,1.5,4.2,7.9,1.88,R,TOR,AL,40,0,0,36.1,3,1,2,0,0,1.000,,,0.74,0.08,P,,,,,,,,,,,,,,,,,,,,,,,141,TOR,8,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
John Cerutti,26,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,9,4,.692,4.15,34,20,3,2,1,1,145.1,150,73,67,25,47,2,89,1,0,8,616,102,4.77,1.356,9.3,1.5,2.9,5.5,1.89,L,TOR,AL,34,20,2,145.1,29,8,21,0,2,1.000,,,1.80,0.85,P,,,,,,,,,,,,,,,,,,,,,,,144,TOR,2,34,20,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Ray Chadwick,23,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,5,.000,7.24,7,7,0,0,0,0,27.1,39,26,22,5,15,0,9,1,0,1,133,57,6.25,1.976,12.8,1.6,4.9,3.0,0.60,R,CAL,AL,7,7,0,27.1,7,3,4,0,0,1.000,,,2.30,1.00,P,,,,,,,,,,,,,,,,,,,,,,,146,CAL,1st,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Jim Clancy,30,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,14,14,.500,3.94,34,34,0,6,3,0,219.1,202,100,96,24,63,0,126,4,0,4,913,108,3.96,1.208,8.3,1.0,2.6,5.2,2.00,R,TOR,AL,34,34,6,219.1,58,34,23,1,2,.983,,,2.34,1.68,P,,,,,,,,,,,,,,,,,,,,,,,150,TOR,10,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Clark,29,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,4.50,5,0,2,0,0,0,8.0,8,4,4,0,2,0,5,0,0,0,31,101,2.27,1.250,9.0,0.0,2.3,5.6,2.50,L,CHW,AL,5,0,0,8.0,2,2,0,0,0,1.000,,,2.25,0.40,P,,,,,,,,,,,,,,,,,,,,,,,151,CHW,6,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Stan Clarke,25,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,9.24,10,0,6,0,0,0,12.2,18,13,13,4,10,1,9,0,2,0,62,47,7.82,2.211,12.8,2.8,7.1,6.4,0.90,L,TOR,AL,10,0,0,12.2,3,0,3,0,0,1.000,,,2.13,0.30,P,,,,,,,,,,,,,,,,,,,,,,,155,TOR,3,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Mark Clear,30,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,5,5,.500,2.20,59,0,52,0,0,16,73.2,53,23,18,4,36,2,85,1,2,8,306,199,2.68,1.208,6.5,0.5,4.4,10.4,2.36,R,MIL,AL,59,0,0,73.2,11,4,6,1,0,.909,,,1.22,0.17,P,,,,,,,,,,,,,,,,,,,,,,,156,MIL,8,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0
Roger Clemens,23,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,24,4,.857,2.48,33,33,0,10,1,0,254.0,179,77,70,21,67,0,238,4,3,11,997,169,2.81,0.969,6.3,0.7,2.4,8.4,3.55,R,BOS,AL,33,33,10,254.0,52,27,21,4,0,.923,,,1.70,1.45,P,,,,,,,,,,,,,,,,,,,,,,,157,BOS,3,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Clutterbuck,26,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,4.29,20,0,7,0,0,0,56.2,68,32,27,8,16,2,38,2,0,2,250,102,4.22,1.482,10.8,1.3,2.5,6.0,2.38,R,MIL,AL,20,0,0,56.2,12,7,5,0,0,1.000,,,1.91,0.60,P,,,,,,,,,,,,,,,,,,,,,,,159,MIL,1st,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Cocanower,29,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,4.43,17,2,2,0,0,0,44.2,40,29,22,1,38,0,22,2,0,5,205,99,4.76,1.746,8.1,0.2,7.7,4.4,0.58,R,MIL,AL,17,2,0,44.2,21,7,11,3,3,.857,,,3.63,1.06,P,,,,,,,,,,,,,,,,,,,,,,,160,MIL,4,17,2,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
Chris Codiroli,28,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,5,8,.385,4.03,16,16,0,1,0,0,91.2,91,54,41,15,38,2,43,2,0,4,406,96,5.27,1.407,8.9,1.5,3.7,4.2,1.13,R,OAK,AL,16,16,1,91.2,33,13,15,5,2,.848,,,2.75,1.75,P,,,,,,,,,,,,,,,,,,,,,,,162,OAK,5,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
David Cone,23,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,5.56,11,0,5,0,0,0,22.2,29,14,14,2,13,1,21,1,0,3,108,77,3.92,1.853,11.5,0.8,5.2,8.3,1.62,R,KCR,AL,11,0,0,22.2,4,4,0,0,0,1.000,,,1.59,0.36,P,,,,,,,,,,,,,,,,,,,,,,,167,KCR,1st,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Mike Cook,22,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,9.00,5,1,1,0,0,0,9.0,13,12,9,3,7,1,6,0,0,0,46,47,8.10,2.222,13.0,3.0,7.0,6.0,0.86,R,CAL,AL,5,1,0,9.0,2,0,2,0,0,1.000,,,2.00,0.40,P,,,,,,,,,,,,,,,,,,,,,,,169,CAL,1st,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Ed Correa,20,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,12,14,.462,4.23,32,32,0,4,2,0,202.1,167,102,95,15,126,2,189,3,2,19,886,102,3.78,1.448,7.4,0.7,5.6,8.4,1.50,R,TEX,AL,32,32,4,202.1,57,20,34,3,0,.947,,,2.40,1.69,P,,,,,,,,,,,,,,,,,,,,,,,173,TEX,2,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
Steve Crawford,28,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,3.92,40,0,15,0,0,4,57.1,69,29,25,5,19,7,32,0,0,2,248,107,3.78,1.535,10.8,0.8,3.0,5.0,1.68,R,BOS,AL,40,0,0,57.1,12,4,7,1,2,.917,,,1.73,0.28,P,,,,,,,,,,,,,,,,,,,,,,,179,BOS,6,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
Danny Darwin,30,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,6,8,.429,3.52,27,14,4,5,1,0,130.1,120,62,51,13,35,1,80,3,0,5,537,124,3.71,1.189,8.3,0.9,2.4,5.5,2.29,R,TOT,ZZ,39,22,6,184.2,40,10,27,3,2,.925,,,1.80,0.95,P,,,,,,,,,,,,,,,,,,,,,,,184,2TM,9,39,22,12,39,39,0,0,0,0,0,0,0,0,0,0,0,0
Joel Davis,21,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,5,.444,4.70,19,19,0,1,0,0,105.1,115,64,55,9,51,0,54,1,1,4,468,93,4.34,1.576,9.8,0.8,4.4,4.6,1.06,R,CHW,AL,19,19,1,105.1,27,7,18,2,1,.926,,,2.14,1.32,P,,,,,,,,,,,,,,,,,,,,,,,193,CHW,2,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
Steve Davis,25,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,17.18,3,0,0,0,0,0,3.2,8,7,7,2,5,1,5,0,0,1,22,27,11.23,3.545,19.6,4.9,12.3,12.3,1.00,L,TOR,AL,3,0,0,3.2,0,0,0,0,0,,,,0.00,0.00,P,,,,,,,,,,,,,,,,,,,,,,,197,TOR,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Storm Davis,24,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,9,12,.429,3.62,25,25,0,2,0,0,154.0,166,70,62,16,49,2,96,0,0,5,657,115,3.83,1.396,9.7,0.9,2.9,5.6,1.96,R,BAL,AL,25,25,2,154.0,44,22,21,1,3,.977,,,2.51,1.72,P,,,,,,,,,,,,,,,,,,,,,,,198,BAL,5,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
Jose DeLeon,25,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,5,.444,2.96,13,13,0,1,0,0,79.0,49,30,26,7,42,0,68,4,0,6,325,148,3.95,1.152,5.6,0.8,4.8,7.7,1.62,R,TOT,ZZ,22,14,1,95.1,21,6,14,1,2,.952,,,1.89,0.91,P,,,,,,,,,,,,,,,,,,,,,,,208,2TM,4,22,14,9,22,22,0,0,0,0,0,0,0,0,0,0,0,0
Ken Dixon,25,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,11,13,.458,4.58,35,33,1,2,0,0,202.1,194,111,103,33,83,6,170,1,3,7,874,91,4.46,1.369,8.6,1.5,3.7,7.6,2.05,R,BAL,AL,35,33,2,202.1,35,12,21,2,1,.943,,,1.47,0.94,P,,,,,,,,,,,,,,,,,,,,,,,219,BAL,3,35,33,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
Richard Dotson,27,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,10,17,.370,5.48,34,34,0,3,1,0,197.0,226,125,120,24,69,2,110,2,0,10,861,80,4.32,1.497,10.3,1.1,3.2,5.0,1.59,R,CHW,AL,34,34,3,197.0,39,13,23,3,0,.923,,,1.64,1.06,P,,,,,,,,,,,,,,,,,,,,,,,223,CHW,8,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Tom Dozier,24,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,5.68,4,0,4,0,0,0,6.1,6,6,4,1,5,1,4,0,1,1,30,72,5.93,1.737,8.5,1.4,7.1,5.7,0.80,R,OAK,AL,4,0,0,6.1,1,1,0,0,0,1.000,,,1.42,0.25,P,,,,,,,,,,,,,,,,,,,,,,,226,OAK,1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Doug Drabek,23,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,8,.467,4.10,27,21,2,0,0,0,131.2,126,64,60,13,50,1,76,3,0,2,561,100,4.11,1.337,8.6,0.9,3.4,5.2,1.52,R,NYY,AL,27,21,0,131.2,18,5,13,0,0,1.000,,,1.23,0.67,P,,,,,,,,,,,,,,,,,,,,,,,227,NYY,1st,27,21,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Easterly,33,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,7.64,13,0,4,0,0,0,17.2,27,16,15,3,12,0,9,0,0,2,89,55,6.00,2.208,13.8,1.5,6.1,4.6,0.75,L,CLE,AL,13,0,0,17.2,3,2,1,0,0,1.000,,,1.53,0.23,P,,,,,,,,,,,,,,,,,,,,,,,237,CLE,12,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
Steve Farr,29,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,8,4,.667,3.13,56,0,33,0,0,8,109.1,90,39,38,10,39,8,83,4,1,4,443,136,3.62,1.180,7.4,0.8,3.2,6.8,2.13,R,KCR,AL,56,0,0,109.1,24,8,16,0,1,1.000,,,1.98,0.43,P,,,,,,,,,,,,,,,,,,,,,,,248,KCR,3,56,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0
Pete Filson,27,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,6.00,7,1,4,0,0,0,18.0,27,13,12,5,7,0,8,1,0,1,89,75,6.83,1.889,13.5,2.5,3.5,4.0,1.14,L,TOT,AL,7,1,0,18.0,1,1,0,0,0,1.000,,,0.50,0.14,P,,,,,,,,,,,,,,,,,,,,,,,254,2TM,5,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Pete Filson,27,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,5.68,4,0,2,0,0,0,6.1,13,4,4,1,2,0,4,1,0,0,35,79,4.98,2.368,18.5,1.4,2.8,5.7,2.00,L,TOT,AL,7,1,0,18.0,1,1,0,0,0,1.000,,,0.50,0.14,P,,,,,,,,,,,,,,,,,,,,,,,254,2TM,5,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Pete Filson,27,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,6.17,3,1,2,0,0,0,11.2,14,9,8,4,5,0,4,0,0,1,54,73,7.83,1.629,10.8,3.1,3.9,3.1,0.80,L,TOT,AL,7,1,0,18.0,1,1,0,0,0,1.000,,,0.50,0.14,P,,,,,,,,,,,,,,,,,,,,,,,254,2TM,5,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Steve Fireovid,29,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,0,1.000,4.29,10,1,2,0,0,0,21.0,28,11,10,1,4,0,10,1,0,1,89,100,3.15,1.524,12.0,0.4,1.7,4.3,2.50,R,SEA,AL,10,1,0,21.0,6,3,2,1,0,.833,,,2.14,0.50,P,,,,,,,,,,,,,,,,,,,,,,,257,SEA,5,10,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Todd Fischer,25,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,4.24,9,0,5,0,0,0,17.0,18,8,8,4,8,2,7,0,1,0,73,99,6.42,1.529,9.5,2.1,4.2,3.7,0.88,R,CAL,AL,9,0,0,17.0,2,0,2,0,1,1.000,,,1.06,0.22,P,,,,,,,,,,,,,,,,,,,,,,,258,CAL,1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Brian Fisher,24,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,9,5,.643,4.93,62,0,26,0,0,6,96.2,105,61,53,14,37,2,67,1,0,2,424,83,4.45,1.469,9.8,1.3,3.4,6.2,1.81,R,NYY,AL,62,0,0,96.2,11,3,7,1,1,.909,,,0.93,0.16,P,,,,,,,,,,,,,,,,,,,,,,,260,NYY,2,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0
Mike Flanagan,34,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,11,.389,4.24,29,28,0,2,0,0,172.0,179,95,81,15,66,4,96,1,1,8,747,98,3.96,1.424,9.4,0.8,3.5,5.0,1.45,L,BAL,AL,29,28,2,172.0,21,4,17,0,1,1.000,,,1.10,0.72,P,,,,,,,,,,,,,,,,,,,,,,,263,BAL,12,29,28,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
Ken Forsch,39,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,9.53,10,0,4,0,0,1,17.0,24,21,18,4,10,0,13,2,0,0,85,44,6.42,2.000,12.7,2.1,5.3,6.9,1.30,R,CAL,AL,10,0,0,17.0,4,0,3,1,1,.750,,,1.59,0.30,P,,,,,,,,,,,,,,,,,,,,,,,270,CAL,16,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Willie Fraser,22,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,8.31,1,1,0,0,0,0,4.1,6,4,4,0,1,0,2,0,0,0,20,54,2.54,1.615,12.5,0.0,2.1,4.2,2.00,R,CAL,AL,1,1,0,4.1,0,0,0,0,0,,,,0.00,0.00,P,,,,,,,,,,,,,,,,,,,,,,,276,CAL,1st,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
George Frazier,31,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,1,.500,4.39,15,0,10,0,0,6,26.2,23,13,13,2,16,1,25,0,0,1,119,99,3.67,1.463,7.8,0.7,5.4,8.4,1.56,R,TOT,ZZ,50,0,0,78.1,9,3,6,0,0,1.000,,,1.03,0.18,P,,,,,,,,,,,,,,,,,,,,,,,277,2TM,9,50,0,35,50,50,0,0,0,0,0,0,0,0,0,0,0,0
Wes Gardner,25,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,1,0,0,0,4,64,0.77,1.000,9.0,0.0,0.0,9.0,,R,BOS,AL,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P,,,,,,,,,,,,,,,,,,,,,,,289,BOS,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
