Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos_Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos_Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR,Primary_Pos_fld,rbi_per_g,clutch,bat_letter,hr_rate,hr_num_bat,triple_rate,triple_val,triple_num,speed_score,speed_rating,walk_rate,bb_num,k_rate,k_val,k_num,hbp_rate,hbp_num,hbp_val,hit_rate,batter_rating,BAA,pit_letter,IP_real,IE,bb_rate,bb_num_pit,k_rate_pit,k_val_pit,k_num_pit,hbp_rate_pit,hbp_val_pit,hbp_num_pit,WP_num,hr_rate_pit,gopher_ball,control_rate,PCN,hit_rate_pit,PPH,goph_lett_inn,bb_k_hbp,pitcher_rating
John Cerutti,26,TOR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,9.0,4.0,0.6920000000000001,4.15,34.0,20.0,3.0,2.0,1.0,1.0,145.1,150.0,73.0,67.0,25.0,47.0,2.0,89.0,1.0,0.0,8.0,616.0,102.0,4.77,1.356,9.3,1.5,2.9,5.5,1.89,L,TOR,AL,34.0,20.0,2.0,145.1,29.0,8.0,21.0,0.0,2.0,1.0,,,1.8,0.85,P,,,,,,,,,,,,,,,,,,,,,,,144,TOR,2,34,20,0,34,34,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.2640845070422535,W,145.33333333333331,4,3.0,13,5.0,8.0,22,0,0.0,,[WP],0.16666666666666666,+,12.0,46,9.0,54,+W4,(13-22) ,+W4 (13-22)  [WP]
Ray Chadwick,23,CAL,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,0.0,5.0,0.0,7.24,7.0,7.0,0.0,0.0,0.0,0.0,27.1,39.0,26.0,22.0,5.0,15.0,0.0,9.0,1.0,0.0,1.0,133.0,57.0,6.25,1.976,12.8,1.6,4.9,3.0,0.6,R,CAL,AL,7.0,7.0,0.0,27.1,7.0,3.0,4.0,0.0,0.0,1.0,,,2.3,1.0,P,,,,,,,,,,,,,,,,,,,,,,,146,CAL,1st,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.3333333333333333,Y,27.33333333333334,4,4.0,14,2.0,6.0,16,0,0.0,,,0.1282051282051282,+,15.0,43,11.0,52,+Y4,(14-16) ,+Y4 (14-16)  
Jim Clancy,30,TOR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,14.0,14.0,0.5,3.94,34.0,34.0,0.0,6.0,3.0,0.0,219.1,202.0,100.0,96.0,24.0,63.0,0.0,126.0,4.0,0.0,4.0,913.0,108.0,3.96,1.208,8.3,1.0,2.6,5.2,2.0,R,TOR,AL,34.0,34.0,6.0,219.1,58.0,34.0,23.0,1.0,2.0,0.983,,,2.34,1.68,P,,,,,,,,,,,,,,,,,,,,,,,150,TOR,10,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.23877068557919623,M,219.33333333333331,6,2.0,12,5.0,7.0,21,0,0.0,,,0.1188118811881188,+,11.0,51,8.0,55,+M6,(12-21) ,+M6 (12-21)  
Bryan Clark,29,CHW,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,0.0,0.0,,4.5,5.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,31.0,101.0,2.27,1.25,9.0,0.0,2.3,5.6,2.5,L,CHW,AL,5.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0,,,2.25,0.4,P,,,,,,,,,,,,,,,,,,,,,,,151,CHW,6,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.27586206896551724,W,8.0,2,2.0,12,6.0,8.0,22,0,0.0,,,0.0,-,12.0,46,9.0,54,-W2,(12-22) ,-W2 (12-22)  
Stan Clarke,25,TOR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,0.0,1.0,0.0,9.24,10.0,0.0,6.0,0.0,0.0,0.0,12.2,18.0,13.0,13.0,4.0,10.0,1.0,9.0,0.0,2.0,0.0,62.0,47.0,7.82,2.211,12.8,2.8,7.1,6.4,0.9,L,TOR,AL,10.0,0.0,0.0,12.2,3.0,0.0,3.0,0.0,0.0,1.0,,,2.13,0.3,P,,,,,,,,,,,,,,,,,,,,,,,155,TOR,3,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.34615384615384615,Z+,12.666666666666664,1,6.0,16,5.0,11.0,25,0,0.0,,,0.2222222222222222,+,16.0,42,10.0,53,+Z+1,(16-25) ,+Z+1 (16-25)  
Mark Clear,30,MIL,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,5.0,5.0,0.5,2.2,59.0,0.0,52.0,0.0,0.0,16.0,73.2,53.0,23.0,18.0,4.0,36.0,2.0,85.0,1.0,2.0,8.0,306.0,199.0,2.68,1.208,6.5,0.5,4.4,10.4,2.36,R,MIL,AL,59.0,0.0,0.0,73.2,11.0,4.0,6.0,1.0,0.0,0.909,,,1.22,0.17,P,,,,,,,,,,,,,,,,,,,,,,,156,MIL,8,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.1970260223048327,L,73.66666666666667,1,4.0,14,10.0,14.0,32,0,0.0,,[WP],0.07547169811320754,,11.0,51,6.0,61,L1,(14-32) ,L1 (14-32)  [WP]
Roger Clemens,23,BOS,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,24.0,4.0,0.857,2.48,33.0,33.0,0.0,10.0,1.0,0.0,254.0,179.0,77.0,70.0,21.0,67.0,0.0,238.0,4.0,3.0,11.0,997.0,169.0,2.81,0.969,6.3,0.7,2.4,8.4,3.55,R,BOS,AL,33.0,33.0,10.0,254.0,52.0,27.0,21.0,4.0,0.0,0.923,,,1.7,1.45,P,,,,,,,,,,,,,,,,,,,,,,,157,BOS,3,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.19330453563714903,K,254.0,8,2.0,12,9.0,11.0,25,0,0.0,,[WP],0.11731843575418995,+,9.0,53,6.0,61,+K8,(12-25) ,+K8 (12-25)  [WP]
Bryan Clutterbuck,26,MIL,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,0.0,1.0,0.0,4.29,20.0,0.0,7.0,0.0,0.0,0.0,56.2,68.0,32.0,27.0,8.0,16.0,2.0,38.0,2.0,0.0,2.0,250.0,102.0,4.22,1.482,10.8,1.3,2.5,6.0,2.38,R,MIL,AL,20.0,0.0,0.0,56.2,12.0,7.0,5.0,0.0,0.0,1.0,,,1.91,0.6,P,,,,,,,,,,,,,,,,,,,,,,,159,MIL,1st,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.29310344827586204,X,56.66666666666668,3,2.0,12,5.0,7.0,21,0,0.0,,,0.11764705882352941,+,12.0,46,10.0,53,+X3,(12-21) ,+X3 (12-21)  
Jaime Cocanower,29,MIL,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,0.0,1.0,0.0,4.43,17.0,2.0,2.0,0.0,0.0,0.0,44.2,40.0,29.0,22.0,1.0,38.0,0.0,22.0,2.0,0.0,5.0,205.0,99.0,4.76,1.746,8.1,0.2,7.7,4.4,0.58,R,MIL,AL,17.0,2.0,0.0,44.2,21.0,7.0,11.0,3.0,3.0,0.857,,,3.63,1.06,P,,,,,,,,,,,,,,,,,,,,,,,160,MIL,4,17,2,0,17,17,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.24242424242424243,M,44.66666666666668,3,7.0,21,4.0,11.0,25,0,0.0,,[WP],0.025,-,14.0,44,7.0,56,-M3,(21-25) ,-M3 (21-25)  [WP]
Chris Codiroli,28,OAK,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AL,5.0,8.0,0.385,4.03,16.0,16.0,0.0,1.0,0.0,0.0,91.2,91.0,54.0,41.0,15.0,38.0,2.0,43.0,2.0,0.0,4.0,406.0,96.0,5.27,1.4069999999999998,8.9,1.5,3.7,4.2,1.13,R,OAK,AL,16.0,16.0,1.0,91.2,33.0,13.0,15.0,5.0,2.0,0.848,,,2.75,1.75,P,,,,,,,,,,,,,,,,,,,,,,,162,OAK,5,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,66,0,P,,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.24863387978142076,M,91.66666666666667,6,3.0,13,4.0,7.0,21,0,0.0,,,0.16483516483516483,+,12.0,46,8.0,55,+M6,(13-21) ,+M6 (13-21)  
